reserved;Target Subsystem Index;Object Index;Attribute Index;Bas;Std;Adv;Svc
##Module ARM_Gen;;;;;;;
##ModuleRevision 0x010101;;;;;;;
##FileRevision 2;;;;;;;
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_tranCalCertNo;15;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_tranCalCertNo;16;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_tranCalCertNo;17;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_tranCalCertNo;18;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_tranCalCertNo;19;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_tranCalLocation;0;RW;RW;RW;RW
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_tranCalLocation;1;RW;RW;RW;RW
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_tranCalLocation;2;RW;RW;RW;RW
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_tranCalLocation;3;RW;RW;RW;RW
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_tranCalLocation;4;RW;RW;RW;RW
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_tranCalLocation;5;RW;RW;RW;RW
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_tranCalLocation;6;RW;RW;RW;RW
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_tranCalLocation;7;RW;RW;RW;RW
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_tranCalLocation;8;RW;RW;RW;RW
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_tranCalLocation;9;RW;RW;RW;RW
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_tranCalLocation;10;RW;RW;RW;RW
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_tranCalLocation;11;RW;RW;RW;RW
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_tranCalLocation;12;RW;RW;RW;RW
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_tranCalLocation;13;RW;RW;RW;RW
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_tranCalLocation;14;RW;RW;RW;RW
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_tranCalLocation;15;RW;RW;RW;RW
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_tranCalLocation;16;RW;RW;RW;RW
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_tranCalLocation;17;RW;RW;RW;RW
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_tranCalLocation;18;RW;RW;RW;RW
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_tranCalLocation;19;RW;RW;RW;RW
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_tranCalLocation;20;RW;RW;RW;RW
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_tranCalLocation;21;RW;RW;RW;RW
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_tranCalLocation;22;RW;RW;RW;RW
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_tranCalLocation;23;RW;RW;RW;RW
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_tranCalLocation;24;RW;RW;RW;RW
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_tranCalLocation;25;RW;RW;RW;RW
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_tranCalLocation;26;RW;RW;RW;RW
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_tranCalLocation;27;RW;RW;RW;RW
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_tranCalLocation;28;RW;RW;RW;RW
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_tranCalLocation;29;RW;RW;RW;RW
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_tranCalLocation;30;RW;RW;RW;RW
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_tranCalLocation;31;RW;RW;RW;RW
;SVM_IDX;SVM_IDX_dynViscosity;0;RO;RW;RW;RW
;CDT_IDX;CDT_IDX_temperatureOffsetCorrectUserDisp;0;RO;RW;RW;RW
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_autozeroStatus;0;RO;RO;RO;RO
;CDT_IDX;CDT_IDX_lowFlowThresh;0;RO;RW;RW;RW
;CDT_IDX;CDT_IDX_ext_algSelection;0;RO;RW;RW;RW
;CDT_IDX;CDT_IDX_vbrCorrectionOn;0;RO;RW;RW;RW
;HMI_IDX;HMI_IDX_displayMode_1;0;RO;RW;RW;RW
;HMI_IDX;HMI_IDX_mainOperatorView_1_1;0;RO;RW;RW;RW
;HMI_IDX;HMI_IDX_mainOperatorView_1_2;0;RO;RW;RW;RW
;HMI_IDX;HMI_IDX_mainOperatorView_1_3;0;RO;RW;RW;RW
;HMI_IDX;HMI_IDX_mainOperatorView_1_bargraph;0;RO;RW;RW;RW
;HMI_IDX;HMI_IDX_displayMode_2;0;RO;RW;RW;RW
;HMI_IDX;HMI_IDX_mainOperatorView_2_1;0;RO;RW;RW;RW
;HMI_IDX;HMI_IDX_mainOperatorView_2_2;0;RO;RW;RW;RW
;HMI_IDX;HMI_IDX_mainOperatorView_2_3;0;RO;RW;RW;RW
;HMI_IDX;HMI_IDX_mainOperatorView_2_bargraph;0;RO;RW;RW;RW
;HMI_IDX;HMI_IDX_displayMode_3;0;RO;RW;RW;RW
;HMI_IDX;HMI_IDX_mainOperatorView_3_1;0;RO;RW;RW;RW
;HMI_IDX;HMI_IDX_mainOperatorView_3_2;0;RO;RW;RW;RW
;HMI_IDX;HMI_IDX_mainOperatorView_3_3;0;RO;RW;RW;RW
;HMI_IDX;HMI_IDX_mainOperatorView_3_bargraph;0;RO;RW;RW;RW
;HMI_IDX;HMI_IDX_displayMode_4;0;RO;RW;RW;RW
;HMI_IDX;HMI_IDX_mainOperatorView_4_1;0;RO;RW;RW;RW
;HMI_IDX;HMI_IDX_mainOperatorView_4_2;0;RO;RW;RW;RW
;HMI_IDX;HMI_IDX_mainOperatorView_4_3;0;RO;RW;RW;RW
;HMI_IDX;HMI_IDX_mainOperatorView_4_bargraph;0;RO;RW;RW;RW
;DIGITALOUTPUT_IDX;DIGITALOUTPUT_IDX_generalAlarm;0;RO;RW;RW;RW
;DIGITALOUTPUT_IDX;DIGITALOUTPUT_IDX_minFlowrateAlarm;0;RO;RW;RW;RW
;DIGITALOUTPUT_IDX;DIGITALOUTPUT_IDX_maxFlowrateAlarm;0;RO;RW;RW;RW
;DIGITALOUTPUT_IDX;DIGITALOUTPUT_IDX_maxTemperatureAlarm;0;RO;RW;RW;RW
;DIGITALOUTPUT_IDX;DIGITALOUTPUT_IDX_minTemperatureAlarm;0;RO;RW;RW;RW
;DIGITALOUTPUT_IDX;DIGITALOUTPUT_IDX_lowFlowCutOff;0;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_selectedMainProtocol;0;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_useDhcp;0;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_hostAddress;0;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_subnetMask;0;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_gatewayAddress;0;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_ntpServerAddress;0;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_hostName;0;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_hostName;1;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_hostName;2;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_hostName;3;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_hostName;4;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_hostName;5;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_hostName;6;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_hostName;7;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_hostName;8;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_hostName;9;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_hostName;10;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_hostName;11;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_hostName;12;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_hostName;13;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_hostName;14;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_hostName;15;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_hostName;16;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_hostName;17;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_hostName;18;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_hostName;19;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_hostName;20;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_hostName;21;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_hostName;22;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_hostName;23;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_hostName;24;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_hostName;25;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_hostName;26;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_hostName;27;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_hostName;28;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_hostName;29;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_hostName;30;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_domainName;0;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_domainName;1;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_domainName;2;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_domainName;3;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_domainName;4;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_domainName;5;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_domainName;6;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_domainName;7;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_domainName;8;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_domainName;9;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_domainName;10;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_domainName;11;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_domainName;12;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_domainName;13;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_domainName;14;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_domainName;15;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_domainName;16;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_domainName;17;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_domainName;18;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_domainName;19;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_domainName;20;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_domainName;21;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_domainName;22;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_domainName;23;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_domainName;24;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_domainName;25;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_domainName;26;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_domainName;27;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_domainName;28;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_domainName;29;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_domainName;30;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_dnsAddress;0;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_enableProfinetIo;0;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_enableModbusTcp;0;RO;RW;RW;RW
;MODBUS_IDX;MODBUS_IDX_modbusIEEEFormat;0;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_enableWebserver;0;RO;RW;RW;RW
;WEBSRV_IDX;0;0;RW;RW;RW;RW
;WEBSRV_IDX;WEBSRV_IDX_sessionTimeoutInMinutes;0;RO;RW;RW;RW
;ETH_IDX;ETH_IDX_ipStats;0;RW;RW;RW;RW
;ETH_IDX;ETH_IDX_port1EthStatsHMI;0;RW;RW;RW;RW
;ETH_IDX;ETH_IDX_port1EthStatsHMI;1;RW;RW;RW;RW
;ETH_IDX;ETH_IDX_port1EthStatsHMI;2;RW;RW;RW;RW
;ETH_IDX;ETH_IDX_port1EthStatsHMI;3;RW;RW;RW;RW
;TOTALIZER_IDX;TOTALIZER_IDX_totQvPresetValue;0;RO;RW;RW;RW
;TOTALIZER_IDX;TOTALIZER_IDX_totQnPresetValue;0;RO;RW;RW;RW
;TOTALIZER_IDX;TOTALIZER_IDX_totQmPresetValue;0;RO;RW;RW;RW
;TOTALIZER_IDX;TOTALIZER_IDX_totEnergyPresetValue;0;RO;RW;RW;RW
;TOTALIZER_IDX;TOTALIZER_IDX_totQvPartialPresetValue;0;RO;RW;RW;RW
;TOTALIZER_IDX;TOTALIZER_IDX_totQnPartialPresetValue;0;RO;RW;RW;RW
;TOTALIZER_IDX;TOTALIZER_IDX_PresetAllTotalizer;0;RO;RW;RW;RW
;TOTALIZER_IDX;TOTALIZER_IDX_PresetQvTotalizer;0;RO;RW;RW;RW
;TOTALIZER_IDX;TOTALIZER_IDX_PresetQnTotalizer;0;RO;RW;RW;RW
;TOTALIZER_IDX;TOTALIZER_IDX_PresetQmTotalizer;0;RO;RW;RW;RW
;TOTALIZER_IDX;TOTALIZER_IDX_PresetEnergyTotalizer;0;RO;RW;RW;RW
;TOTALIZER_IDX;TOTALIZER_IDX_PresetQvPartialTotalizer;0;RO;RW;RW;RW
;TOTALIZER_IDX;TOTALIZER_IDX_PresetQnPartialTotalizer;0;RO;RW;RW;RW
;TOTALIZER_IDX;TOTALIZER_IDX_totQvOverrollCnt;0;RO;RO;RO;RO
;TOTALIZER_IDX;TOTALIZER_IDX_totOverrollBase;0;RO;RO;RO;RO
;TOTALIZER_IDX;TOTALIZER_IDX_totQnOverrollCnt;0;RO;RO;RO;RO
;TOTALIZER_IDX;TOTALIZER_IDX_totQmOverrollCnt;0;RO;RO;RO;RO
;TOTALIZER_IDX;TOTALIZER_IDX_totEnergyOverrollCnt;0;RO;RO;RO;RO
;TOTALIZER_IDX;TOTALIZER_IDX_totQvPartialOverrollCnt;0;RO;RO;RO;RO
;TOTALIZER_IDX;TOTALIZER_IDX_totQnPartialOverrollCnt;0;RO;RO;RO;RO
;SVM_IDX;SVM_IDX_KAverageLiquid;0;RO;RO;RO;RW
;SVM_IDX;SVM_IDX_KLiquid;0;RO;RO;RO;RW
;SVM_IDX;SVM_IDX_KLiquid;1;RO;RO;RO;RW
;SVM_IDX;SVM_IDX_KLiquid;2;RO;RO;RO;RW
;SVM_IDX;SVM_IDX_KLiquid;3;RO;RO;RO;RW
;SVM_IDX;SVM_IDX_KLiquid;4;RO;RO;RO;RW
;SVM_IDX;SVM_IDX_KLiquid;5;RO;RO;RO;RW
;SVM_IDX;SVM_IDX_KLiquid;6;RO;RO;RO;RW
;SVM_IDX;SVM_IDX_KLiquid;7;RO;RO;RO;RW
;SVM_IDX;SVM_IDX_KLiquidFreq;0;RO;RO;RO;RW
;SVM_IDX;SVM_IDX_KLiquidFreq;1;RO;RO;RW;RW
;SVM_IDX;SVM_IDX_KLiquidFreq;2;RO;RO;RW;RW
;SVM_IDX;SVM_IDX_KLiquidFreq;3;RO;RO;RW;RW
;SVM_IDX;SVM_IDX_KLiquidFreq;4;RO;RO;RW;RW
;SVM_IDX;SVM_IDX_KLiquidFreq;5;RO;RO;RW;RW
;SVM_IDX;SVM_IDX_KLiquidFreq;6;RO;RO;RW;RW
;SVM_IDX;SVM_IDX_KLiquidFreq;7;RO;RO;RW;RW
;SVM_IDX;SVM_IDX_KAverageGas;0;RO;RO;RO;RW
;SVM_IDX;SVM_IDX_KGas;0;RO;RO;RO;RW
;SVM_IDX;SVM_IDX_KGas;1;RO;RO;RO;RW
;SVM_IDX;SVM_IDX_KGas;2;RO;RO;RO;RW
;SVM_IDX;SVM_IDX_KGas;3;RO;RO;RO;RW
;SVM_IDX;SVM_IDX_KGas;4;RO;RO;RO;RW
;SVM_IDX;SVM_IDX_KGas;5;RO;RO;RO;RW
;SVM_IDX;SVM_IDX_KGas;6;RO;RO;RO;RW
;SVM_IDX;SVM_IDX_KGas;7;RO;RO;RO;RW
;SVM_IDX;SVM_IDX_KGasFreq;0;RO;RO;RO;RW
;SVM_IDX;SVM_IDX_KGasFreq;1;RO;RO;RW;RW
;SVM_IDX;SVM_IDX_KGasFreq;2;RO;RO;RO;RW
;SVM_IDX;SVM_IDX_KGasFreq;3;RO;RO;RO;RW
;SVM_IDX;SVM_IDX_KGasFreq;4;RO;RO;RO;RW
;SVM_IDX;SVM_IDX_KGasFreq;5;RO;RO;RO;RW
;SVM_IDX;SVM_IDX_KGasFreq;6;RO;RO;RO;RW
;SVM_IDX;SVM_IDX_KGasFreq;7;RO;RO;RO;RW
;CDT_IDX;CDT_IDX_vbrFilStep;0;RO;RO;RO;RW
;CDT_IDX;CDT_IDX_vbrFilNumCoef;0;RO;RO;RO;RW
;CDT_IDX;CDT_IDX_lockMinIntPeriod;0;RO;RO;RO;RW
;CDT_IDX;CDT_IDX_lockMaxIntPeriod;0;RO;RO;RO;RW
;CDT_IDX;CDT_IDX_lockEstimation;0;RO;RO;RO;RW
;CDT_IDX;CDT_IDX_accuracyHigh;0;RO;RO;RO;RW
;CDT_IDX;CDT_IDX_accuracyMiddle;0;RO;RO;RO;RW
;CDT_IDX;CDT_IDX_accuracyLow;0;RO;RO;RO;RW
;CDT_IDX;CDT_IDX_analogGain;0;RO;RO;RO;RW
;CDT_IDX;CDT_IDX_gainCtrl;0;RO;RO;RO;RW
;CDT_IDX;CDT_IDX_gainLowThresh;0;RO;RO;RO;RW
;CDT_IDX;CDT_IDX_gainHighThresh;0;RO;RO;RO;RW
;CDT_IDX;CDT_IDX_gainMarginFreq;0;RO;RO;RO;RW
;CDT_IDX;CDT_IDX_gainMaxShift;0;RO;RO;RO;RW
;CDT_IDX;CDT_IDX_lowFlowThreshOn;0;RO;RO;RO;RW
;CDT_IDX;CDT_IDX_lowFlowThreshCoef;0;RO;RO;RO;RW
;CDT_IDX;CDT_IDX_noiseSampSize;0;RW;RW;RW;RW
;CDT_IDX;CDT_IDX_staticDecimation;0;RO;RO;RO;RW
;CDT_IDX;CDT_IDX_middleBufDecimation;0;RO;RO;RO;RW
;CDT_IDX;CDT_IDX_maxFlowFreq;0;RO;RO;RO;RW
;CDT_IDX;CDT_IDX_minFlowFreq;0;RO;RO;RO;RW
;CDT_IDX;CDT_IDX_freqMinMarginPer;0;RO;RO;RO;RW
;CDT_IDX;CDT_IDX_freqMaxMarginPer;0;RO;RO;RO;RW
